carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
启辰D60 EV 2020款 标准续航智行版-网约车大屏版,15.305万,东风日产启辰,紧凑型车,纯电动,2022.08,纯电动 163马力,永磁/同步,120,250,三元锂电池,5年或50万公里,50,"快充0.5小时
慢充6小时",前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
启辰D60 EV 2020款 标准续航T3,14.4775万,东风日产启辰,紧凑型车,纯电动,2022.08,纯电动 163马力,永磁/同步,120,250,三元锂电池,5年或50万公里,50,"快充0.5小时
慢充6小时",前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
胜达 2023款 旅行家 380 TGDi 四驱基本型,暂无报价,,汽油,,2.0T 230马力 L4,169(230Ps),1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,
Maverick 2023款 Tremor 北美版,暂无报价,,,,,,,,,,,,,,,
凯路威 2017款 2.0T 自动 四驱 4座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯LX 2022款 500d F SPORT 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
雷克萨斯LX 2022款 600 Ultra Luxury 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
Novitec Ferrari Portofino 2022款 M,暂无报价,,,,,,,,,,,,,,,
雷克萨斯LX 2022款 500d 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
跨越者D5 2022款 2.0L CNG标准版单排栏板双后轮3950货箱LJ481QS6,暂无报价,,,,,,,,,,,,,,,
AION S 2020款 炫 580 Pio,13.98万,广汽埃安新能源,紧凑型车,纯电动,2022.08,纯电动 136马力,永磁/同步,100,225,三元锂电池,中创新航,8年或15万公里,163.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
AION S 2020款 魅 580 Pio,14.68万,广汽埃安新能源,紧凑型车,纯电动,2022.08,纯电动 136马力,永磁/同步,100,225,三元锂电池,中创新航,8年或15万公里,163.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
AION S 2022款 魅 580,14.68万,广汽埃安新能源,紧凑型车,纯电动,2022.08,纯电动 136马力,永磁/同步,100,225,磷酸铁锂电池,中创新航,8年或15万公里,140.2,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
AION S 2022款 魅 580 Pio,14.68万,广汽埃安新能源,紧凑型车,纯电动,2022.08,纯电动 136马力,永磁/同步,100,225,磷酸铁锂电池,中创新航,8年或15万公里,140.2,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
Mustang 2018款 2.3T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
保时捷718 2022款 2.0T 自动 后驱 2座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
迈凯伦Artura 2023款  Artura Trophy,暂无报价,,,,,,,,,,,,,,,
AION S 2020款 炫 Pio 试装车,暂无报价,,,,,,,,,,,,,,,
迈巴赫S级 2019款 4.0T 自动 四驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
炫界 2023款 1.5L 手动惠享版,6.49万,凯翼汽车,紧凑型SUV,汽油,2022.08,1.5L 116马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
炫界 2023款 1.5L 手动乐享版,7.29万,凯翼汽车,紧凑型SUV,汽油,2022.08,1.5L 116马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
炫界 2023款 1.5L CVT优享版,7.29万,凯翼汽车,紧凑型SUV,汽油,2022.08,1.5L 116马力 L4,1499,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
炫界 2023款 1.5L CVT尊享版,8.09万,凯翼汽车,紧凑型SUV,汽油,2022.08,1.5L 116马力 L4,1499,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
瑞虎7 PLUS DP-i 2023款 基本型,暂无报价,奇瑞汽车,紧凑型SUV,插电式混合动力,,1.5T 156马力 L4 插电式混合动力,1498,4,L,插电式混合动力 170马力,永磁/同步,125,315,3挡DHT,3,混合动力专用变速箱(DHT)
Charger 2020款 3.6L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
捷尼赛思G90 2022款 北美版,暂无报价,,,,,,,,,,,,,,,
金海狮M 2022款 熊猫版 1.5L 工程狮客车 5座,5.09万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 熊猫版 1.5L 工程狮客车 6座,5.09万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 熊猫版 1.5L 工程狮客车 7座,5.09万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 熊猫版 1.5L 旅行狮客车 5座,5.39万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 熊猫版 1.5L 旅行狮客车 7座,5.29万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
金海狮M 2022款 1.5L 旅行狮客车 6座,5.29万,华晨鑫源,中型MPV,汽油,2022.08,1.5L 112马力 L4,1499,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
嘉际 2023款 嘉际L 1.5TD DCT豪华型,12.98万,吉利汽车,紧凑型MPV,汽油,2022.09,1.5T 181马力 L4,1499,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
雪佛兰Montana 2023款 基本型,暂无报价,雪佛兰(进口),中型皮卡,,,,,,,,,,,,,
宝马M3 2023款 M3四门轿车 雷霆版,86.39万,宝马M,中型车,汽油,2022.08,3.0T 510马力 L6,2993,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马M3 2023款 M3四门轿车 M xDrive 雷霆版,91.39万,宝马M,中型车,汽油,2022.08,3.0T 510马力 L6,2993,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马M4 2022款 M4敞篷轿跑车 M xDrive 雷霆版,101.39万,宝马M,中型车,汽油,2022.08,3.0T 510马力 L6,2993,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马M4 2022款 M4双门轿跑车 M xDrive 雷霆版,94.39万,宝马M,中型车,汽油,2022.08,3.0T 510马力 L6,2993,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马M4 2022款 M4双门轿跑车 雷霆版,89.39万,宝马M,中型车,汽油,2022.08,3.0T 510马力 L6,2993,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
克蒂翔翼 2023款 2.0T 翔翼MST,198.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 190马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
克蒂翔翼 2023款 2.0T 翔翼MH9,168.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂翔翼 2023款 2.0T 翔翼MH7,149.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂WALD 2023款 3.5L WALD-MH8,105.8万,克蒂汽车,中大型MPV,汽油,2022.08,3.5L 285马力 V6,3456,6,V,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,通风盘式,手刹
克蒂WALD 2023款 3.5L WALD-MH7,95.8万,克蒂汽车,中大型MPV,汽油,2022.08,3.5L 285马力 V6,3456,6,V,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,通风盘式,手刹
克蒂圣姆峰 2023款 2.0T 圣姆峰MH7 商务版,138.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂圣姆峰 2023款 2.0T 圣姆峰MH9,158.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂圣姆峰 2023款 2.0T 圣姆峰MH7 经典版,105.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂圣姆峰 2023款 2.0T 圣姆峰M3,84.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,脚刹
克蒂巴赫 2023款 2.0T 巴赫M3,69.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,脚刹
克蒂巴赫 2023款 2.0T 巴赫VH7,92.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
克蒂巴赫 2023款 2.0T 巴赫MH7,96.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
克蒂巴赫 2023款 2.0T 巴赫VH8,118.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂巴赫 2023款 2.0T 巴赫VH9,128.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
克蒂帝亚 2023款 2.0L 帝亚M1,42.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 202马力 L4,1997,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
克蒂帝亚 2023款 2.0L 帝亚MH1,48.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 202马力 L4,1997,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
克蒂帝亚 2023款 2.0L 耀云M1,49.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 202马力 L4,1997,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
克蒂帝亚 2023款 2.0L 耀影MH1,51.8万,克蒂汽车,中大型MPV,汽油,2022.08,2.0T 202马力 L4,1997,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
雷克萨斯LX 2018款 5.7L 自动 四驱 8座 ,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
凯迪拉克CT5 2022款 28T 铂金超级辅助驾驶版,36.07万,上汽通用凯迪拉克,中型车,汽油,2022.08,2.0T 237马力 L4,1998,4,L,10挡手自一体,10,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
Bronco 2021款 2.3T Badlands 墨西哥版,暂无报价,,,,,,,,,,,,,,,
Astra 2022款 Ultimate,暂无报价,,,,,,,,,,,,,,,
福特F-150 2021款 3.5T 白金版 墨西哥版,暂无报价,,,,,,,,,,,,,,,
Astra 2022款 GS Line,暂无报价,,,,,,,,,,,,,,,
MINI COUNTRYMAN 2022款 COOPER S ALL4 Untamed Edition,暂无报价,,,,,,,,,,,,,,,
宝马2系旅行车(进口) 2022款 220i M Sport,暂无报价,,,,,,,,,,,,,,,
红杉 2010款 5.7L 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
小鹏P7 2022款 562E Black Label Edition,34.99万,小鹏汽车,中型车,纯电动,2022.08,纯电动 430马力,永磁/同步,120,655,三元锂电池,宁德时代、中航锂电、亿纬锂能,8年或15万公里,161.0,双电机四驱,电动四驱,双叉臂式独立悬挂
AION S 2022款 改款 炫 530,13.98万,广汽埃安新能源,紧凑型车,纯电动,2022.08,纯电动 136马力,永磁/同步,100,225,磷酸铁锂电池,"中创新航,亿纬动力",8年或15万公里,125.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
AION S 2022款 炫 530 Pio,13.98万,,纯电动,,纯电动 136马力,410,永磁/同步,100,225,磷酸铁锂电池,中创新航,8年或15万公里,125.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
逍客 2022款 2.0L CVT XV Prem逍·夜版,17.18万,东风日产,紧凑型SUV,汽油,2022.08,2.0L 151马力 L4,1997,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,通风盘式,电子驻车
金杯T30 2022款 1.5L国VI货运版瓦楞厢SWC15M,5.68万,华晨鑫源,微卡,汽油,2022.08,1.5L 102马力 L4,1451,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
Cayenne 2002款 Convertible Concept,暂无报价,,,,,,,,,,,,,,,
Fastback 2022款 基本型,暂无报价,菲亚特(进口),紧凑型SUV,,,,,,,,,,,,,
Dacia Duster 2023款 基本型,暂无报价,,,,,,,,,,,,,,,
揽胜 2013款 5.0L 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
角斗士 2022款 Rubicon 拉美版,暂无报价,,,,,,,,,,,,,,,
荣威RX5 2023款 第三代 330TGI 超感精英版,11.79万,上汽集团,紧凑型SUV,汽油,2022.08,1.5T 188马力 L4,1496,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
荣威RX5 2023款 第三代 330TGI 超感滑屏版,13.29万,上汽集团,紧凑型SUV,汽油,2022.08,1.5T 188马力 L4,1496,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
雷克萨斯RX 2013款 3.5L 自动 四驱 5座 平行进口,暂无报价,,48V轻混系统,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
奕泽IZOA 2022款 2.0L 奕享CARE版,15.98万,一汽丰田,小型SUV,汽油,2022.08,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
奕泽IZOA 2022款 2.0L 运动SPORT版,16.58万,一汽丰田,小型SUV,汽油,2022.08,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
奕泽IZOA 2022款 双擎 2.0L CARE版,暂无报价,,油电混合,,2.0L 146马力 L4 油电混动,135,1987,4,L,,永磁/同步,,202,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
奕泽IZOA 2022款 双擎 2.0L SPORT版,暂无报价,,油电混合,,2.0L 146马力 L4 油电混动,135,1987,4,L,,永磁/同步,,202,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
奕泽IZOA 2022款 双擎 2.0L 奕行版,16.98万,一汽丰田,小型SUV,油电混合,2022.08,2.0L 146马力 L4 油电混动,1987,4,L,油电混动 109马力,永磁/同步,80,202,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
奕泽IZOA 2022款 2.0L 奕行版,14.98万,一汽丰田,小型SUV,汽油,2022.08,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
奕泽IZOA 2022款 2.0L 奕动版,暂无报价,,汽油,,2.0L 171马力 L4,126(171Ps),1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
Sienna 2016款 3.5L 自动 前驱 7座 ,暂无报价,,汽油,,,,,,,,,,,,,
思域(进口) 2022款 三厢 RS 南非版,暂无报价,,,,,,,,,,,,,,,
飞度(进口) 2022款 e:HEV RS 日本版,暂无报价,,,,,,,,,,,,,,,
飞度(进口) 2022款 e:HEV Luxe 日本版,暂无报价,,,,,,,,,,,,,,,
角斗士 2022款 Overland 拉美版,暂无报价,,,,,,,,,,,,,,,
马自达CX-30 2022款 2.0L 自动嘉悦版,15.19万,长安马自达,小型SUV,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达CX-30 2022款 2.0L 自动耀悦版,15.89万,长安马自达,小型SUV,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达CX-30 2022款 2.0L 自动尊悦版,17.19万,长安马自达,小型SUV,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达3 昂克赛拉 2022款 2.0L 自动质雅版,14.29万,长安马自达,紧凑型车,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达3 昂克赛拉 2022款 2.0L 自动质睿版,14.79万,长安马自达,紧凑型车,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达3 昂克赛拉 2022款 2.0L 自动质耀版,14.79万,长安马自达,紧凑型车,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
马自达3 昂克赛拉 2022款 2.0L 自动质尊版,16.89万,长安马自达,紧凑型车,汽油,2022.08,2.0L 158马力 L4,1998,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
飞驰 2017款 4.0T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯LX 2022款 Off-Road 日本版,暂无报价,,,,,,,,,,,,,,,
大众ID.4(海外) 2023款 Standard 北美版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
宝马5系(进口) 2015款 2.0T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,48V轻混系统,,,,,,,,,,,,,
Mustang 2017款 2.7L 自动 后驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
普拉多(进口) 2007款 2.7L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奔驰G级 2015款 3.0T 自动 四驱 5座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,柴油,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
风行T5 2022款 盛世款 1.5T 自动逐梦版五座,8.99万,东风风行,紧凑型SUV,汽油,2022.08,1.5T 156马力 L4,1468,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,手刹
极狐 阿尔法T 2022款 国安版,暂无报价,,,,,,,,,,,,,,,
极狐 阿尔法S 2022款 国安版,暂无报价,,,,,,,,,,,,,,,
极狐 阿尔法T 2022款 小王子联名版,暂无报价,,,,,,,,,,,,,,,
奥迪A8 2023款 A8L 60 TFSI e quattro 欧洲版,暂无报价,,48V轻混系统,,3.0T 286马力 V6 48V轻混,210(286Ps),2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
飞度(进口) 2022款 e:HEV Home 日本版,暂无报价,,,,,,,,,,,,,,,
飞度(进口) 2022款 e:HEV Crosstar 日本版,暂无报价,,,,,,,,,,,,,,,
几何G6 2022款 基本型,暂无报价,,,,,,,,,,,,,,,
几何M6 2022款 基本型,暂无报价,,,,,,,,,,,,,,,
览拓者 2023款 基本型,暂无报价,,,,,,,,,,,,,,,
跨越星V5 EV 2022款 万舆2座厢式车汇川系统,14.68万,长安跨越,微面,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,41.86,,,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
跨越星V5 EV 2022款 万舆5座厢式车汇川系统,14.68万,长安跨越,微面,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,41.86,,,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
领克01 2023款 2.0TD 两驱型Pro,17.98万,领克,紧凑型SUV,汽油,2022.08,2.0T 254马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
领克01 2023款 2.0TD 四驱劲Halo,19.98万,领克,紧凑型SUV,汽油,2022.08,2.0T 254马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
领克01 2023款 2.0TD 四驱暗夜版,20.68万,领克,紧凑型SUV,汽油,2022.08,2.0T 254马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,48V轻混系统,,,,,,,,,,,,,
别克GL8 2023款 Avenir 基本型,暂无报价,,,,,,,,,,,,,,,
别克GL8 2023款 陆上公务舱 2.0T 基本型,暂无报价,,,,,,,,,,,,,,,
名爵5 2022款 Electric 欧洲版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
阿维塔 11 2022款 长续航双电机版 5座,34.99万,阿维塔科技,中大型SUV,纯电动,2022.08,纯电动 578马力,前交流/异步后永磁/同步,195,650,三元锂电池,宁德时代,8年或16万公里,180.0,双电机四驱,电动四驱,双叉臂式独立悬挂
阿维塔 11 2022款 长续航双电机版奢享版 5座,36.99万,阿维塔科技,中大型SUV,纯电动,2022.08,纯电动 578马力,前交流/异步后永磁/同步,195,650,三元锂电池,宁德时代,8年或16万公里,180.0,双电机四驱,电动四驱,双叉臂式独立悬挂
阿维塔 11 2022款 超长续航双电机版奢享版 5座,40.99万,阿维塔科技,中大型SUV,纯电动,2022.08,纯电动 578马力,前交流/异步后永磁/同步,195,650,三元锂电池,宁德时代,8年或16万公里,190.0,双电机四驱,电动四驱,双叉臂式独立悬挂
添越PHEV 2020款 3.0T 自动 四驱 4座 平行进口,暂无报价,,插电式混合动力,,,,,,,,,,,,,
普拉多(进口) 2016款 2.7L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
捷途X90 PLUS 2022款 1.5T 手动别院,10.09万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
捷途X90 PLUS 2022款 1.5T 手动公馆,10.89万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
瑞虎8 2022款 1.5TCI 手动特供版 5座,9.78万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
瑞虎8 2022款 1.5TCI 手动特供版 7座,10.08万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
瑞虎8 2022款 1.5TCI 自动特供版 5座,10.78万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
瑞虎8 2022款 1.5TCI 自动特供版 7座,11.08万,奇瑞汽车,中型SUV,汽油,2022.08,1.5T 156马力 L4,1498,4,L,6挡双离合,6,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
宝马2系 2023款 M240i xDrive Coupe 欧洲版,暂无报价,,,,,,,,,,,,,,,
爱驰U6 2022款 好声音特别版,21.99万,爱驰汽车,中型SUV,纯电动,2022.10,纯电动 218马力,永磁/同步,160,315,三元锂电池,江苏爱骋,首任车主不限年限/里程(免除条款以官方为准),172.0,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
博速保时捷911 2022款 820 Coupe,暂无报价,,,,,,,,,,,,,,,
Lucid Air 2023款 Grand Touring Stealth,暂无报价,,,,,,,,,,,,,,,
日产Z 2023款 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
宝马2系 2023款 M240i 双门轿跑车,41.98万,宝马(进口),紧凑型车,汽油,2022.08,3.0T 333马力 L6,2998,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
Model Y 2022款 改款 后轮驱动版,26.19万,特斯拉中国,中型SUV,纯电动,2022.08,纯电动 264马力,永磁/同步,194,340,磷酸铁锂电池,宁德时代,8年或16万公里,126.0,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
Model Y 2022款 改款 长续航全轮驱动版,31.19万,特斯拉中国,中型SUV,纯电动,2022.08,纯电动 450马力,前感应/异步后永磁/同步,137,559,三元锂电池,LG,8年或19.2万公里,168.0,双电机四驱,电动四驱,双叉臂式独立悬挂
 0款 ,暂无报价,,,,,,,,,,,,,,,
红旗E-QM5 2023款 PLUS版,20.78万,一汽红旗,中型车,纯电动,2022.08,纯电动 190马力,永磁/同步,140,320,三元锂电池,8年或15万公里,82,快充0.7小时,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
YARiS(海外) 2023款 ATIV Sport 泰国版,暂无报价,,,,,,,,,,,,,,,
YARiS(海外) 2023款 ATIV Lusso Package 泰国版,暂无报价,,,,,,,,,,,,,,,
Mulliner Batur 2022款 基本型,暂无报价,宾利,跑车,,,,,,,,,,,,,
锐界 2023款 锐界L 2.0T 基本型,暂无报价,长安福特,中型SUV,汽油,,2.0T 252马力 L4,1995,4,L,未知挡,,,,通风盘式,实心盘式,
五菱荣光小卡EV 2022款 单排基本型,11.38万,上汽通用五菱,微卡,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,鹏辉,41.5,快充接口,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
帕杰罗(进口) 2022款 中东版,暂无报价,,,,,,,,,,,,,,,
捷途大圣 2022款 1.6T DCT 中配版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
捷途大圣 2022款 1.6T DCT 高配版,暂无报价,,,,,,,,,,,,,,,
万象T01 2022款 纯电动厢式运输车,13.58万,万象汽车,微面,纯电动,2022.08,纯电动 95马力,永磁/同步,70,230,磷酸铁锂电池,5年或20万公里,38.02,"快充1.5小时
慢充11小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
